URL,Date,Title,Text,Snippet
https://www.nytimes.com/2022/02/02/business/opec-meeting-oil.html,2022-02-02T11:36:29+0000,"With oil markets tightening, OPEC and its allies agree to a small increase in output.","Officials from OPEC countries and their allies agreed on Wednesday to continue feeding a modest amount of additional oil into an increasingly tight market, a move that may add new uncertainty to energy markets.","High prices and strong demand would suggest it was time for a major increase, but uncertainty around Ukraine leaves the oil producers in an awkward spot."
https://www.nytimes.com/2022/02/02/business/european-inflation-ecb.html,2022-02-02T14:24:00+0000,A jump in European inflation adds pressure on the E.C.B. to act.,"The eurozone started 2022 much as it ended the previous year, with record-setting inflation that defied expectations. Now economists are wondering if the persistently high prices could pressure the European Central Bank to change its position that the situation is temporary.","Inflation in the eurozone set its latest record, climbing to 5.1 percent in January, amid persistently high energy costs and tensions over Ukraine."
https://www.nytimes.com/2022/02/02/world/europe/putin-russia-ukraine-us.html,2022-02-02T15:14:23+0000,"Five Takeaways on Ukraine Crisis, After Putin Breaks Silence",at least for the moment. But it also illustrated the vast gulf between Moscow’s demands and what Western nations are even willing to discuss.,"The threat of conflict may not have passed, despite a flurry of diplomacy in Moscow and Kyiv."
https://www.nytimes.com/2022/02/02/world/europe/us-nato-response-russia-demands.html,2022-02-02T16:52:37+0000,"In Responses to Russia, U.S. Stands Firm on Who Can Join NATO","The confrontation between Russia and the United States over Ukraine deepened on Wednesday, as leaked documents confirmed the U.S. and NATO rejection of key Russian security demands, while the Biden administration ordered 3,000 additional troops into Eastern Europe.",Leaked replies to Moscow’s security demands reinforced the intractability of a crisis that threatens to lead to war.
https://www.nytimes.com/2022/02/02/world/europe/boris-johnson-parties.html,2022-02-02T21:07:26+0000,"As Boris Johnson Seeks a Reset, More Tory Lawmakers Defect","Prime Minister Boris Johnson tried to change the subject on Wednesday, hoping to replace the public image of himself as a heedless partygoer with that of a confident global statesman and a farsighted nation builder.","Britain’s prime minister tried to steer attention away from a damning report on Downing Street parties, but his support continued to erode."
https://www.nytimes.com/2022/02/02/us/politics/alexander-vindman-trump-lawsuit.html,2022-02-02T21:59:06+0000,"Vindman, Key Figure in Trump Impeachment, Alleges Retaliation in Lawsuit","Alexander Vindman, the Army colonel who was a chief witness in President Donald J. Trump’s first impeachment trial, filed a lawsuit on Wednesday against Mr. Trump’s son, Donald Trump Jr.; Rudolph W. Giuliani; and two other top Trump White House aides, accusing them of running a coordinated intimidation and retaliation campaign to stop him from testifying.","The former Army colonel, who worked on the National Security Council, said in a lawsuit that Donald Trump Jr. and others carried out a campaign of intimidation against him."
https://www.nytimes.com/2022/02/02/climate/oil-gas-prices-climate-change.html,2022-02-02T22:16:17+0000,How Spiking Energy Prices Complicate the Fight Against Global Warming,"While world leaders have vowed to scale back the use of fossil fuels to help keep a lid on global warming, a drastic upheaval in the markets for oil, natural gas and coal could complicate the shift toward cleaner sources of energy.","Oil and gas prices are soaring, while coal use is reaching record highs worldwide. Here’s what the upheaval could mean for climate policies across the globe."
https://www.nytimes.com/2022/02/02/briefing/coronavirus-briefing-omicron-death-toll.html,2022-02-02T22:19:29+0000,Coronavirus Briefing: Omicron’s Death Toll,and the data is sobering.,"Compared to other wealthy countries, the virus in the U.S. is killing people at much higher rates."
https://www.nytimes.com/2022/02/01/us/politics/russia-ukraine-cybersecurity-nato.html,2022-02-02T01:09:10+0000,U.S. Sends Top Security Official to Help NATO Brace for Russian Cyberattacks,"The White House dispatched its top cybersecurity official to NATO on Tuesday in what it described as a mission to prepare allies to deter, and perhaps disrupt, Russian cyberattacks on Ukraine, and to brace for the possibility that sanctions on Moscow could lead to a wave of retaliatory cyberattacks on Europe and the United States.","Intelligence assessments suggest that a Russian invasion of Ukraine would most likely be preceded by cyberattacks on Ukraine’s electric grid, its communications systems and its government."
https://www.nytimes.com/2022/02/02/world/asia/russia-ukraine-china-putin-xi.html,2022-02-02T06:05:19+0000,"In Clash With U.S. Over Ukraine, Putin Has a Lifeline From China","As the United States moves to exert maximal pressure on Russia over fears of a Ukraine invasion, the Russian leader, Vladimir V. Putin, has found relief from his most powerful partner on the global stage, China.","President Biden could find his plans to punish Russia undermined by Xi Jinping, a longtime ally of Mr. Putin. But China moves cautiously during crises."
https://www.nytimes.com/2022/02/02/business/economy/oil-price.html,2022-02-02T10:00:31+0000,Why Are Oil Prices So High and Will They Stay That Way?,"Oil prices are increasing, again, casting a shadow over the economy, driving up inflation and eroding consumer confidence.",Geopolitical tensions and a growing disparity between supply and demand have driven up prices. Here is what that means and what could happen next.
https://www.nytimes.com/2022/02/02/business/opec-meeting-oil.html,2022-02-02T11:36:29+0000,"With oil markets tightening, OPEC and its allies agree to a small increase in output.","Officials from OPEC countries and their allies agreed on Wednesday to continue feeding a modest amount of additional oil into an increasingly tight market, a move that may add new uncertainty to energy markets.","High prices and strong demand would suggest it was time for a major increase, but uncertainty around Ukraine leaves the oil producers in an awkward spot."
https://www.nytimes.com/2022/02/02/business/european-inflation-ecb.html,2022-02-02T14:24:00+0000,A jump in European inflation adds pressure on the E.C.B. to act.,"The eurozone started 2022 much as it ended the previous year, with record-setting inflation that defied expectations. Now economists are wondering if the persistently high prices could pressure the European Central Bank to change its position that the situation is temporary.","Inflation in the eurozone set its latest record, climbing to 5.1 percent in January, amid persistently high energy costs and tensions over Ukraine."
https://www.nytimes.com/2022/02/02/world/europe/putin-russia-ukraine-us.html,2022-02-02T15:14:23+0000,"Five Takeaways on Ukraine Crisis, After Putin Breaks Silence",at least for the moment. But it also illustrated the vast gulf between Moscow’s demands and what Western nations are even willing to discuss.,"The threat of conflict may not have passed, despite a flurry of diplomacy in Moscow and Kyiv."
https://www.nytimes.com/2022/02/02/world/europe/us-nato-response-russia-demands.html,2022-02-02T16:52:37+0000,"In Responses to Russia, U.S. Stands Firm on Who Can Join NATO","The confrontation between Russia and the United States over Ukraine deepened on Wednesday, as leaked documents confirmed the U.S. and NATO rejection of key Russian security demands, while the Biden administration ordered 3,000 additional troops into Eastern Europe.",Leaked replies to Moscow’s security demands reinforced the intractability of a crisis that threatens to lead to war.
https://www.nytimes.com/2022/02/02/world/europe/boris-johnson-parties.html,2022-02-02T21:07:26+0000,"As Boris Johnson Seeks a Reset, More Tory Lawmakers Defect","Prime Minister Boris Johnson tried to change the subject on Wednesday, hoping to replace the public image of himself as a heedless partygoer with that of a confident global statesman and a farsighted nation builder.","Britain’s prime minister tried to steer attention away from a damning report on Downing Street parties, but his support continued to erode."
https://www.nytimes.com/2022/02/02/us/politics/alexander-vindman-trump-lawsuit.html,2022-02-02T21:59:06+0000,"Vindman, Key Figure in Trump Impeachment, Alleges Retaliation in Lawsuit","Alexander Vindman, the Army colonel who was a chief witness in President Donald J. Trump’s first impeachment trial, filed a lawsuit on Wednesday against Mr. Trump’s son, Donald Trump Jr.; Rudolph W. Giuliani; and two other top Trump White House aides, accusing them of running a coordinated intimidation and retaliation campaign to stop him from testifying.","The former Army colonel, who worked on the National Security Council, said in a lawsuit that Donald Trump Jr. and others carried out a campaign of intimidation against him."
https://www.nytimes.com/2022/02/02/climate/oil-gas-prices-climate-change.html,2022-02-02T22:16:17+0000,How Spiking Energy Prices Complicate the Fight Against Global Warming,"While world leaders have vowed to scale back the use of fossil fuels to help keep a lid on global warming, a drastic upheaval in the markets for oil, natural gas and coal could complicate the shift toward cleaner sources of energy.","Oil and gas prices are soaring, while coal use is reaching record highs worldwide. Here’s what the upheaval could mean for climate policies across the globe."
https://www.nytimes.com/2022/02/02/briefing/coronavirus-briefing-omicron-death-toll.html,2022-02-02T22:19:29+0000,Coronavirus Briefing: Omicron’s Death Toll,and the data is sobering.,"Compared to other wealthy countries, the virus in the U.S. is killing people at much higher rates."
https://www.nytimes.com/2022/02/02/us/politics/biden-putin-strategy.html,2022-02-03T00:05:55+0000,"Is Biden’s Strategy With Putin Working, or Goading Moscow to War?","At key moments since the Ukraine crisis flared into the headlines two months ago, President Biden and his aides have worked to expose Russian President Vladimir V. Putin’s plans, declassifying intelligence about his next steps and calling him out as an “aggressor.”",The Biden administration’s goal is to cut the Russians off at each turn by exposing their plans. But Russian President Vladimir V. Putin says that approach could spark a conflict.
https://www.nytimes.com/2022/02/03/business/natural-gas-europe-us.html,2022-02-03T08:00:09+0000,"Natural Gas Shipments, Mostly From U.S., Ease Europe’s Energy Crunch",Near the entrance to Rotterdam’s vast harbor in the Netherlands is a specialized port that is offering an alternative to the web of Russian pipelines that feed much of Europe’s hunger for natural gas. ,"As Russia squeezes supplies, a parade of tankers carrying liquefied natural gas is coming to Europe’s rescue."
https://www.nytimes.com/2022/02/03/style/malaysia-secondhand-clothing-grailed-etsy-ebay.html,2022-02-03T08:00:11+0000,How Malaysia Got in on the Secondhand Clothing Boom,"Maybe it was the pandemic, or growing concerns about the environment, or a bit of both, but one thing’s certain: People are doing a lot more secondhand shopping these days.","Sellers from the country have become a reliable source of sought-after labels, finding high value in discarded items."
https://www.nytimes.com/2022/02/03/world/asia/putin-xi-meeting-russia-china.html,2022-02-03T08:19:59+0000,"On the eve of his meeting with Xi, Putin pledges to deepen ties with China.","Ahead of his visit to Beijing for the opening of the Winter Olympics, President Vladimir V. Putin of Russia pledged on Thursday to deepen his country’s diplomatic and economic ties with China in ways that would counter American power and influence.","Russia’s president did not mention Ukraine, but said he and China’s leader would coordinate foreign policy “based on close and coinciding approaches.”"
https://www.nytimes.com/2022/02/03/world/europe/putin-sanctions-proofing.html,2022-02-03T10:00:20+0000,"Putin, Facing Sanction Threats, Has Been Saving for This Day","Vladimir V. Putin’s posture toward the West through the recent Ukraine crisis seems unusually defiant, even for him. But there may be more behind his confidence than military power or empty bravado.","Since paying the price for annexing Crimea in 2014, Russia has tried to make its economy sanctions-proof, hoarding currency to insulate the country."
https://www.nytimes.com/2022/02/03/business/ecb-europe-interest-rates.html,2022-02-03T13:47:10+0000,"The European Central Bank keeps rates steady, despite record inflation.","The European Central Bank on Thursday kept to its cautious approach in the face of record inflation in the eurozone, but Christine Lagarde, the bank’s president, acknowledged that “the situation has indeed changed” and refused to rule out a rate increase in 2022.","The E.C.B. held to its policy of easing off support for the economy and tolerating record-high inflation in “the interim,” leaving its interest rate untouched."
https://www.nytimes.com/2022/02/03/us/politics/russia-ukraine-invasion-pretext.html,2022-02-03T16:37:21+0000,U.S. Exposes What It Says Is Russian Effort to Fabricate Pretext for Invasion,"The United States has acquired intelligence about a Russian plan to fabricate a pretext for an invasion of Ukraine using a faked video that would build on recent disinformation campaigns, according to senior administration officials and others briefed on the material.",Officials said Russia was planning a fake video showing an attack by Ukrainians on Russian territory or Russian speakers in eastern Ukraine.
https://www.nytimes.com/2022/02/03/business/economy/food-prices-inflation-world.html,2022-02-03T18:02:12+0000,"Food Prices Approach Record Highs, Threatening the World’s Poorest","Food prices have skyrocketed globally because of disruptions in the global supply chain, adverse weather and rising energy prices, increases that are imposing a heavy burden on poorer people around the world and threatening to stoke social unrest.","The prices have climbed to their highest level since 2011, according to a U.N. index. It could cause social unrest “on a widespread scale,” one expert said."
https://www.nytimes.com/2022/02/03/sports/olympics/china-winter-olympics-covid.html,2022-02-03T19:20:57+0000,"Once Again the Olympic Games Will Begin, Despite Everything",,neither the pandemic nor the shadow of doping scandals nor concerns over China’s human rights record — will deter the International Olympic Committee from staging the Beijing Games.
https://www.nytimes.com/2022/02/02/us/politics/biden-putin-strategy.html,2022-02-03T00:05:55+0000,"Is Biden’s Strategy With Putin Working, or Goading Moscow to War?","At key moments since the Ukraine crisis flared into the headlines two months ago, President Biden and his aides have worked to expose Russian President Vladimir V. Putin’s plans, declassifying intelligence about his next steps and calling him out as an “aggressor.”",The Biden administration’s goal is to cut the Russians off at each turn by exposing their plans. But Russian President Vladimir V. Putin says that approach could spark a conflict.
https://www.nytimes.com/2022/02/03/business/natural-gas-europe-us.html,2022-02-03T08:00:09+0000,"Natural Gas Shipments, Mostly From U.S., Ease Europe’s Energy Crunch",Near the entrance to Rotterdam’s vast harbor in the Netherlands is a specialized port that is offering an alternative to the web of Russian pipelines that feed much of Europe’s hunger for natural gas. ,"As Russia squeezes supplies, a parade of tankers carrying liquefied natural gas is coming to Europe’s rescue."
https://www.nytimes.com/2022/02/03/style/malaysia-secondhand-clothing-grailed-etsy-ebay.html,2022-02-03T08:00:11+0000,How Malaysia Got in on the Secondhand Clothing Boom,"Maybe it was the pandemic, or growing concerns about the environment, or a bit of both, but one thing’s certain: People are doing a lot more secondhand shopping these days.","Sellers from the country have become a reliable source of sought-after labels, finding high value in discarded items."
https://www.nytimes.com/2022/02/03/world/asia/putin-xi-meeting-russia-china.html,2022-02-03T08:19:59+0000,"On the eve of his meeting with Xi, Putin pledges to deepen ties with China.","Ahead of his visit to Beijing for the opening of the Winter Olympics, President Vladimir V. Putin of Russia pledged on Thursday to deepen his country’s diplomatic and economic ties with China in ways that would counter American power and influence.","Russia’s president did not mention Ukraine, but said he and China’s leader would coordinate foreign policy “based on close and coinciding approaches.”"
https://www.nytimes.com/2022/02/03/world/europe/putin-sanctions-proofing.html,2022-02-03T10:00:20+0000,"Putin, Facing Sanction Threats, Has Been Saving for This Day","Vladimir V. Putin’s posture toward the West through the recent Ukraine crisis seems unusually defiant, even for him. But there may be more behind his confidence than military power or empty bravado.","Since paying the price for annexing Crimea in 2014, Russia has tried to make its economy sanctions-proof, hoarding currency to insulate the country."
https://www.nytimes.com/2022/02/03/business/ecb-europe-interest-rates.html,2022-02-03T13:47:10+0000,"The European Central Bank keeps rates steady, despite record inflation.","The European Central Bank on Thursday kept to its cautious approach in the face of record inflation in the eurozone, but Christine Lagarde, the bank’s president, acknowledged that “the situation has indeed changed” and refused to rule out a rate increase in 2022.","The E.C.B. held to its policy of easing off support for the economy and tolerating record-high inflation in “the interim,” leaving its interest rate untouched."
https://www.nytimes.com/2022/02/03/us/politics/russia-ukraine-invasion-pretext.html,2022-02-03T16:37:21+0000,U.S. Exposes What It Says Is Russian Effort to Fabricate Pretext for Invasion,"The United States has acquired intelligence about a Russian plan to fabricate a pretext for an invasion of Ukraine using a faked video that would build on recent disinformation campaigns, according to senior administration officials and others briefed on the material.",Officials said Russia was planning a fake video showing an attack by Ukrainians on Russian territory or Russian speakers in eastern Ukraine.
https://www.nytimes.com/2022/02/03/business/economy/food-prices-inflation-world.html,2022-02-03T18:02:12+0000,"Food Prices Approach Record Highs, Threatening the World’s Poorest","Food prices have skyrocketed globally because of disruptions in the global supply chain, adverse weather and rising energy prices, increases that are imposing a heavy burden on poorer people around the world and threatening to stoke social unrest.","The prices have climbed to their highest level since 2011, according to a U.N. index. It could cause social unrest “on a widespread scale,” one expert said."
https://www.nytimes.com/2022/02/03/sports/olympics/china-winter-olympics-covid.html,2022-02-03T19:20:57+0000,"Once Again the Olympic Games Will Begin, Despite Everything",,neither the pandemic nor the shadow of doping scandals nor concerns over China’s human rights record — will deter the International Olympic Committee from staging the Beijing Games.
https://www.nytimes.com/2022/02/03/sports/olympics/athletes-covid-beijing.html,2022-02-03T19:54:44+0000,The coronavirus continues to sideline Olympic athletes as they gear up for competition.,Coronavirus infections among athletes continue to jeopardize medal hopes in Beijing.,"Twenty-six new infections were reported as of Thursday, bringing the total number of confirmed positive cases to 287."
https://www.nytimes.com/2022/02/03/world/europe/ukraine-turkey-russia-drones.html,2022-02-03T20:49:36+0000,"Turkey, a Sometimes Wavering NATO Ally, Backs Ukraine","President Recep Tayyip Erdogan of Turkey agreed on Thursday to expand supplies of one of the Ukrainian Army’s most sophisticated weapons, a long-range, Turkish-made armed drone whose use in combat for the first time in Ukraine last fall infuriated Russian officials.","In a public rebuke of Russia, Turkey will expand supplies of one of the Ukrainian Army’s most sophisticated weapons, a long-range, Turkish-made armed drone."
https://www.nytimes.com/2022/02/03/us/politics/isis-leader-killed-syria.html,2022-02-03T23:17:20+0000,Raid Targeting ISIS Leader Came After Months of Planning,A risky predawn raid by U.S. Special Operations forces that resulted in the death of the Islamic State’s leader on Thursday was set in motion months ago with a tip that the top terrorist was hiding out on the top floor of a house in northwest Syria.,"President Biden said the attack on Abu Ibrahim al-Hashimi al-Qurayshi was designed to minimize civilian casualties, but then the terrorist leader set off a bomb."
https://www.nytimes.com/2022/02/03/sports/olympics/nathan-chen-figure-skating-team-event.html,2022-02-04T00:51:51+0000,"Nathan Chen finishes first in skating’s team event, setting up the U.S. for a medal.","Update: Kamila Valieva stumbles in return, then floats to first place.","Chen skated in the short program, his first event in Beijing, and rebounded from a disappointing showing at the 2018 Games."
https://www.nytimes.com/2022/02/04/world/europe/russia-public-opinion-ukraine-us-nato.html,2022-02-04T10:00:34+0000,"On Ukraine, Many Russians Have No Doubt: It’s the Fault of the U.S.","After touring the grand, marble-clad Victory museum in Moscow, dedicated to the Soviet Union’s triumph over Nazi Germany in World War II, the two visitors concluded that the situation today is not all that different: Russia is under attack again.",The idea that the U.S. and NATO are fomenting the crisis between Russia and Ukraine is hammered home daily by the Kremlin’s propaganda machine.
https://www.nytimes.com/2022/02/04/sports/opening-ceremony-order-of-countries.html,2022-02-04T12:20:49+0000,The Chinese language determines the order of the Parade of Nations.,Jamaica between Eritrea and Belgium. Britain after Latvia. Madagascar at the beginning and Morocco at the end.,What’s going on with the order of the parade of athletes at the opening ceremony?
https://www.nytimes.com/2022/02/04/business/dealbook/markets-meta-jobs.html,2022-02-04T12:29:43+0000,What Will Move Markets Now?,for a while.,Meta’s earnings led to a wild swing in stocks. The latest jobs numbers might trigger another.
https://www.nytimes.com/2022/02/04/world/middleeast/islamic-state-syria-raid-takeaways.html,2022-02-04T16:03:01+0000,Five Takeaways From the U.S. Raid That Killed the Islamic State’s Leader,"The daring pre-dawn raid by U.S. Special Operations forces in Syria that resulted in the death of the Islamic State’s leader offered a vivid reminder that no matter how much the world might want to move on, the chaos in Syria continues to reverberate.",A daring raid by U.S. Special Operations forces that resulted in the death of the ISIS leader offered a vivid reminder that the chaos in Syria continues to reverberate.
https://www.nytimes.com/2022/02/04/world/asia/olympics-beijing-xi-putin.html,2022-02-04T16:38:26+0000,"In Beijing, Olympic Spectacle and Global Power Games","China’s leader, Xi Jinping, opened an Olympic Games on Friday intended to celebrate his country’s increasingly assured global status standing defiantly with his Russian counterpart, Vladimir V. Putin, in an increasingly ideological contest with the United States and its allies.",The opening of the Winter Games gave Xi Jinping and Vladimir V. Putin a chance to cement their partnership against Western censure.
https://www.nytimes.com/2022/02/03/world/europe/ukraine-american-missile-demonstration.html,2022-02-04T17:19:53+0000,"With a missile shot, Ukraine sends a public warning to Russia.","With television cameras rolling, a Ukrainian soldier heaved an America-made missile launcher onto his shoulder and pressed a red button. The missile streaked out and blew a target — a pile of tires — to smithereens.","As the United States and others step up military aid to Ukraine, the deliveries are more overt, and Ukraine is staging public weapons demonstrations for the media."
https://www.nytimes.com/2022/02/04/world/europe/russian-troops-ukraine-crimean-peninsula.html,2022-02-04T20:10:49+0000,Russian Troops in Final Stages of Readiness Add to Worries for Ukraine,"While Russia is not yet capable of mounting a total invasion of Ukraine, portions of its army have reached full combat strength and appear to be in the final stages of readiness for military action should the Kremlin order it, according to an assessment by the Ukrainian military’s high command.","Though the Kremlin’s intentions are unclear, Ukrainian officials are newly worried about the Crimean Peninsula, where Russia has deployed 10,000 additional troops, they said."
